,0,1,2,3,4,5,6,7,8,9,10,11,12
392,Sidereal Confluence,(2017),7.8,4–9 Players,120–180 Min,Age: 14+,3.53,"Strategy
View poll and results",Auction/Bidding,Negotiation,Real-Time,Tech Trees / Tech Tracks,Trading
393,The Godfather: Corleone's Empire,(2017),7.5,2–5 Players,60–90 Min,Age: 14+,2.64,"Strategy
View poll and results",Area Majority / Influence,Auction/Bidding,Hand Management,Memory,Open Drafting
394,Saint Petersburg,(2004),7.3,2–4 Players,45–60 Min,Age: 10+,2.46,"Strategy
View poll and results",Income,Open Drafting,Set Collection,,
395,Downforce,(2017),7.3,2–6 Players,20–40 Min,Age: 10+,1.73,"Family
View poll and results",Auction/Bidding,Betting and Bluffing,Hand Management,Moving Multiple Units,Predictive Bid
396,Summoner Wars (Second Edition),(2021),8.2,2 Players,40–60 Min,Age: 9+,2.59,"Customizable,  Strategy
View poll and results",Action Points,Card Play Conflict Resolution,Deck Construction,Dice Rolling,Die Icon Resolution
397,Die Macher,(1986),7.6,3–5 Players,240 Min,Age: 14+,4.32,"Strategy
View poll and results",Alliances,Area Majority / Influence,Auction/Bidding,Dice Rolling,Hand Management
398,Schotten Totten,(1999),7.4,2 Players,20 Min,Age: 8+,1.70,"Family
View poll and results",Card Play Conflict Resolution,Hand Management,Melding and Splaying,Set Collection,
399,Project L,(2020),7.5,1–4 Players,20–40 Min,Age: 8+,1.56,"Abstract,  Family
View poll and results",Action Points,Open Drafting,Pattern Building,Resource Queue,Tile Placement
400,Evolution: Climate,(2016),7.5,2–6 Players,60 Min,Age: 12+,2.75,"Strategy
View poll and results",Action Points,Events,Hand Management,Secret Unit Deployment,Simulation
401,Smartphone Inc.,(2018),7.6,1–5 Players,60–90 Min,Age: 12+,2.76,"Strategy
View poll and results",Action Queue,Area Majority / Influence,Layering,Network and Route Building,Simultaneous Action Selection
402,Endeavor,(2009),7.4,3–5 Players,90 Min,Age: 12+,2.91,"Strategy
View poll and results",Area Majority / Influence,Hand Management,Open Drafting,Set Collection,Tech Trees / Tech Tracks
403,King of Tokyo,(2011),7.1,2–6 Players,30 Min,Age: 8+,1.49,"Family
View poll and results",Dice Rolling,Die Icon Resolution,King of the Hill,Open Drafting,Player Elimination
404,Ticket to Ride: Märklin,(2006),7.4,2–5 Players,30–60 Min,Age: 8+,2.24,"Family,  Strategy
View poll and results",Hand Management,Network and Route Building,Open Drafting,Point to Point Movement,Set Collection
405,Here I Stand,(2006),7.9,2–6 Players,180–360 Min,Age: 12+,4.18,"Wargames
View poll and results",Campaign / Battle Card Driven,Dice Rolling,Events,Hand Management,Movement Points
406,Bruxelles 1893,(2013),7.6,2–5 Players,50–125 Min,Age: 13+,3.59,"Strategy
View poll and results",Area Majority / Influence,Auction/Bidding,Modular Board,Open Drafting,Worker Placement
407,In the Year of the Dragon,(2007),7.3,2–5 Players,75–100 Min,Age: 12+,3.09,"Strategy
View poll and results",Action Drafting,Events,Hand Management,Turn Order: Stat-Based,Variable Set-up
408,London (Second Edition),(2017),7.5,2–4 Players,60–90 Min,Age: 14+,2.73,"Strategy
View poll and results",Action Queue,Hand Management,Loans,Open Drafting,Take That
409,Azul: Stained Glass of Sintra,(2018),7.3,2–4 Players,30–45 Min,Age: 8+,2.00,"Abstract,  Family
View poll and results",End Game Bonuses,Modular Board,Open Drafting,Pattern Building,Set Collection
410,Tiny Towns,(2019),7.2,1–6 Players,45–60 Min,Age: 14+,2.07,"Abstract,  Family
View poll and results",End Game Bonuses,Follow,Grid Coverage,Pattern Building,Player Elimination
411,Arkham Horror,(2005),7.2,1–8 Players,120–240 Min,Age: 14+,3.58,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Events,Finale Ending,Hand Management
412,San Juan (Second Edition),(2014),7.5,2–4 Players,45–60 Min,Age: 10+,2.08,"Strategy
View poll and results",Action Drafting,Follow,Hand Management,Multi-Use Cards,Set Collection
413,Unmatched: Robin Hood vs. Bigfoot,(2019),7.9,2 Players,20 Min,Age: 9+,1.93,"Strategy
View poll and results",Action Points,Card Play Conflict Resolution,Hand Management,Line of Sight,Point to Point Movement
414,Dice Forge,(2017),7.2,2–4 Players,45 Min,Age: 10+,1.97,"Family
View poll and results","Deck, Bag, and Pool Building",Dice Rolling,Open Drafting,Random Production,
415,Civilization,(1980),7.5,2–7 Players,360 Min,Age: 12+,3.65,"Strategy
View poll and results",Area Majority / Influence,Area Movement,Hand Management,Set Collection,Tech Trees / Tech Tracks
416,Codenames: Pictures,(2016),7.2,2–8 Players,15 Min,Age: 10+,1.24,"Party
View poll and results",Communication Limits,Memory,Push Your Luck,Team-Based Game,
417,Turing Machine,(2022),7.8,1–4 Players,20 Min,Age: 14+,2.43,"Strategy
View poll and results",Deduction,Solo / Solitaire Game,,,
418,Blitzkrieg!: World War Two in 20 Minutes,(2019),7.6,1–2 Players,20–45 Min,Age: 14+,1.93,"Strategy,  Wargames
View poll and results",Area Majority / Influence,"Deck, Bag, and Pool Building",Hand Management,Kill Steal,Race
419,Skull,(2011),7.2,3–6 Players,15–45 Min,Age: 10+,1.11,"Party
View poll and results",Auction/Bidding,Bids As Wagers,Hand Management,Player Elimination,
420,Cat in the Box: Deluxe Edition,(2022),7.6,2–5 Players,20–40 Min,Age: 13+,2.01,"Family
View poll and results",Enclosure,Hand Management,Predictive Bid,Trick-taking,
421,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,(2016),7.6,1–8 Players,60–120 Min,Age: 10+,2.19,"Thematic
View poll and results",Cooperative Game,Narrative Choice / Paragraph,Solo / Solitaire Game,Storytelling,
422,Sprawlopolis,(2018),7.4,1–4 Players,15–20 Min,Age: 8+,1.84,"Family,  Strategy
View poll and results",Closed Drafting,Cooperative Game,Hand Management,Layering,Solo / Solitaire Game
423,Firefly: The Game,(2013),7.4,1–4 Players,120–240 Min,Age: 13+,2.95,"Thematic
View poll and results",Area Movement,Dice Rolling,Open Drafting,Pick-up and Deliver,Solo / Solitaire Game
424,Nippon,(2015),7.6,2–4 Players,60–120 Min,Age: 12+,3.78,"Strategy
View poll and results",Area Majority / Influence,Variable Phase Order,,,
425,Sword & Sorcery,(2017),7.9,1–5 Players,60–90 Min,Age: 12+,4.11,"Thematic
View poll and results",Action Points,Area Movement,Cooperative Game,Dice Rolling,Modular Board
426,Space Hulk (Third Edition),(2009),7.5,2 Players,60 Min,Age: 12+,2.79,"Thematic
View poll and results",Action Points,Dice Rolling,Grid Movement,Modular Board,Scenario / Mission / Campaign Game
427,Santa Maria,(2017),7.5,1–4 Players,45–90 Min,Age: 12+,3.04,"Strategy
View poll and results",Dice Rolling,Network and Route Building,Open Drafting,Set Collection,Tile Placement
428,Clash of Cultures,(2012),7.6,2–4 Players,180–240 Min,Age: 14+,3.60,"Strategy
View poll and results",Action Points,Area Majority / Influence,Dice Rolling,Grid Movement,Hand Management
429,Spartacus: A Game of Blood and Treachery,(2012),7.5,3–4 Players,120–180 Min,Age: 17+,2.73,"Thematic
View poll and results",Auction/Bidding,Betting and Bluffing,Bribery,Dice Rolling,Grid Movement
430,Cubitos,(2021),7.4,2–4 Players,30–60 Min,Age: 10+,2.20,"Family
View poll and results",Catch the Leader,"Deck, Bag, and Pool Building",Delayed Purchase,Dice Rolling,Market
431,Stockpile,(2015),7.5,2–5 Players,45 Min,Age: 13+,2.11,"Strategy
View poll and results",Auction: Fixed Placement,Auction/Bidding,Commodity Speculation,Constrained Bidding,Investment
432,Macao,(2009),7.4,2–4 Players,50–100 Min,Age: 12+,3.13,"Strategy
View poll and results",Action Points,Dice Rolling,Hand Management,Network and Route Building,Open Drafting
433,King of Tokyo: Dark Edition,(2020),7.7,2–6 Players,30 Min,Age: 8+,1.64,"Family
View poll and results",Dice Rolling,King of the Hill,Open Drafting,Player Elimination,Push Your Luck
434,Biblios,(2007),7.2,2–4 Players,30 Min,Age: 10+,1.68,"Family,  Strategy
View poll and results",Auction: Turn Order Until Pass,Auction/Bidding,Closed Drafting,Commodity Speculation,Hand Management
435,Fresco,(2010),7.3,2–4 Players,60 Min,Age: 10+,2.63,"Family,  Strategy
View poll and results",Action Queue,Grid Movement,Market,Set Collection,Simultaneous Action Selection
436,Mythic Battles: Pantheon,(2017),8.3,2–4 Players,60–90 Min,Age: 14+,3.03,"Strategy
View poll and results",Area Movement,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Hand Management
437,Claustrophobia,(2009),7.5,2 Players,45 Min,Age: 14+,2.48,"Thematic
View poll and results",Dice Rolling,Grid Movement,Line of Sight,Modular Board,Scenario / Mission / Campaign Game
438,Advanced Squad Leader,(1985),8.0,2 Players,120–480 Min,Age: 14+,4.74,"Wargames
View poll and results",Critical Hits and Failures,Dice Rolling,Grid Movement,Hexagon Grid,Interrupts
439,Dune,(1979),7.6,2–6 Players,60–180 Min,Age: 12+,3.44,"Strategy,  Thematic
View poll and results",Alliances,Area Majority / Influence,Area Movement,Auction/Bidding,Force Commitment
440,ISS Vanguard,(2022),8.7,1–4 Players,90–120 Min,Age: 13+,3.64,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Open Drafting,Scenario / Mission / Campaign Game,Storytelling
441,Chess,(1475),7.2,2 Players,Time: ––,Age: 6+,3.66,"Abstract
View poll and results",Grid Movement,Once-Per-Game Abilities,Pattern Movement,Square Grid,Static Capture
442,Wavelength,(2019),7.3,2–12 Players,30–45 Min,Age: 14+,1.12,"Party
View poll and results",Race,Targeted Clues,Team-Based Game,,
443,Thunderstone Quest,(2018),7.8,2–4 Players,60–90 Min,Age: 14+,2.84,"Strategy
View poll and results","Deck, Bag, and Pool Building",,,,
444,Mice and Mystics,(2012),7.2,1–4 Players,60–90 Min,Age: 7+,2.72,"Thematic
View poll and results",Area Movement,Cooperative Game,Dice Rolling,Multiple Maps,Role Playing
445,The Manhattan Project,(2012),7.3,2–5 Players,120 Min,Age: 13+,2.96,"Strategy
View poll and results",Action Retrieval,Closed Drafting,Race,Take That,Worker Placement
446,Mindbug: First Contact,(2022),7.8,2 Players,15–25 Min,Age: 8+,1.95,"Family,  Strategy
View poll and results",Betting and Bluffing,Hand Management,Take That,,
447,Marvel United: X-Men,(2021),8.1,1–5 Players,40 Min,Age: 14+,2.00,"Family
View poll and results",Cooperative Game,Hand Management,Modular Board,Solo / Solitaire Game,Team-Based Game
448,Flash Point: Fire Rescue,(2011),7.2,2–6 Players,45 Min,Age: 10+,2.20,"Family,  Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Grid Movement,Pick-up and Deliver
449,Kingsburg,(2007),7.2,2–5 Players,90 Min,Age: 13+,2.42,"Family,  Strategy
View poll and results",Dice Rolling,Tech Trees / Tech Tracks,Worker Placement with Dice Workers,,
450,Millennium Blades,(2016),7.7,2–5 Players,80–120 Min,Age: 12+,3.66,"Thematic
View poll and results",Commodity Speculation,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Real-Time
451,Boonlake,(2021),7.7,1–4 Players,80–160 Min,Age: 14+,3.78,"Strategy
View poll and results",End Game Bonuses,Follow,Hexagon Grid,Income,Map Addition
452,John Company: Second Edition,(2022),8.3,1–6 Players,90–240 Min,Age: 13+,4.43,"Strategy,  Thematic
View poll and results",Bribery,Dice Rolling,Negotiation,Push Your Luck,Simulation
453,Imperial Settlers: Empires of the North,(2019),7.5,1–4 Players,45–90 Min,Age: 10+,2.80,"Strategy
View poll and results",Hand Management,Take That,Variable Player Powers,Worker Placement,
454,Glen More,(2010),7.3,2–5 Players,45–70 Min,Age: 10+,2.67,"Strategy
View poll and results",Commodity Speculation,Dice Rolling,Set Collection,Tile Placement,Track Movement
455,Pipeline,(2019),7.6,2–4 Players,60–120 Min,Age: 12+,3.91,"Strategy
View poll and results",Action Drafting,Commodity Speculation,Contracts,End Game Bonuses,Market
456,Lord of the Rings: The Confrontation,(2005),7.5,2 Players,30 Min,Age: 14+,2.20,"Strategy
View poll and results",Area Movement,Card Play Conflict Resolution,Hand Management,Secret Unit Deployment,Simultaneous Action Selection
457,Lancaster,(2011),7.4,2–5 Players,60 Min,Age: 10+,3.00,"Strategy
View poll and results",Area Majority / Influence,Auction/Bidding,Voting,Worker Placement,"Worker Placement, Different Worker Types"
458,Pandemic: Reign of Cthulhu,(2016),7.4,2–4 Players,40 Min,Age: 14+,2.16,"Strategy,  Thematic
View poll and results",Action Points,Cooperative Game,Hand Management,Point to Point Movement,Set Collection
459,Heroscape Master Set: Rise of the Valkyrie,(2004),7.4,2–4 Players,90 Min,Age: 8+,2.30,"Customizable,  Thematic
View poll and results",Dice Rolling,Grid Movement,Hexagon Grid,Line of Sight,Modular Board
460,Black Orchestra,(2016),7.5,1–5 Players,90 Min,Age: 14+,2.42,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Die Icon Resolution,Hand Management
461,Mandala,(2019),7.5,2 Players,20 Min,Age: 10+,1.80,"Abstract,  Family
View poll and results",Area Majority / Influence,Hand Management,Open Drafting,Set Collection,
462,A Few Acres of Snow,(2011),7.4,2 Players,60–90 Min,Age: 14+,3.04,"Strategy,  Wargames
View poll and results",Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management
463,Honey Buzz,(2020),7.6,1–4 Players,45–90 Min,Age: 10+,2.76,"Family,  Strategy
View poll and results",Action Retrieval,Contracts,Grid Movement,Hexagon Grid,Memory
464,PitchCar,(1995),7.3,2–8 Players,30 Min,Age: 6+,1.13,"Family,  Party
View poll and results",Flicking,Modular Board,Race,,
465,Wayfarers of the South Tigris,(2022),7.9,1–4 Players,60–90 Min,Age: 12+,3.80,"Strategy
View poll and results",Area Majority / Influence,End Game Bonuses,Modular Board,Open Drafting,Set Collection
466,Quadropolis,(2016),7.2,2–4 Players,30–60 Min,Age: 8+,2.20,"Family
View poll and results",Hand Management,Pattern Building,Set Collection,Tile Placement,Worker Placement
467,Point Salad,(2019),7.2,2–6 Players,15–30 Min,Age: 14+,1.15,"Family
View poll and results",Open Drafting,Set Collection,,,
468,Mystic Vale,(2016),7.3,2–4 Players,45 Min,Age: 14+,2.26,"Strategy
View poll and results","Deck, Bag, and Pool Building",Layering,Push Your Luck,,
469,IKI,(2015),7.7,2–4 Players,60–90 Min,Age: 14+,3.03,"Strategy
View poll and results",Open Drafting,Ownership,Rondel,Set Collection,Track Movement
470,Middara: Unintentional Malum – Act 1,(2019),8.6,1–4 Players,60 Min,Age: 15+,4.09,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Grid Movement,Hand Management
471,Commands & Colors: Napoleonics,(2010),8.0,2 Players,90 Min,Age: 14+,2.73,"Wargames
View poll and results",Campaign / Battle Card Driven,Command Cards,Dice Rolling,Grid Movement,Hand Management
472,Cartographers Heroes,(2021),7.8,1–100 Players,30–45 Min,Age: 10+,2.04,"Family,  Strategy
View poll and results",Bingo,Grid Coverage,Line Drawing,Paper-and-Pencil,Simultaneous Action Selection
473,Amerigo,(2013),7.4,2–4 Players,90 Min,Age: 10+,2.98,"Strategy
View poll and results",Action Points,Cube Tower,Grid Movement,Modular Board,Tile Placement
474,Dead Reckoning,(2022),8.2,1–4 Players,90–150 Min,Age: 14+,3.36,"Strategy
View poll and results",Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Layering,Modular Board
475,Stuffed Fables,(2018),7.5,2–4 Players,60–90 Min,Age: 7+,2.45,"Family,  Thematic
View poll and results",Cooperative Game,Dice Rolling,Role Playing,Square Grid,Storytelling
476,Descent: Legends of the Dark,(2021),8.0,1–4 Players,120–180 Min,Age: 14+,2.70,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Movement Points
477,Hadara,(2019),7.4,2–5 Players,45–60 Min,Age: 10+,2.21,"Strategy
View poll and results",End Game Bonuses,Memory,Open Drafting,Set Collection,Simultaneous Action Selection
478,Pan Am,(2020),7.6,2–4 Players,60 Min,Age: 12+,2.41,"Strategy
View poll and results",Auction: Fixed Placement,Auction/Bidding,Connections,Constrained Bidding,Dice Rolling
479,Colt Express,(2014),7.1,2–6 Players,40 Min,Age: 10+,1.83,"Family
View poll and results",Action Queue,Hand Management,Memory,Programmed Movement,Take That
480,Amun-Re,(2003),7.3,3–5 Players,90 Min,Age: 12+,3.03,"Strategy
View poll and results",Area Majority / Influence,Auction: Fixed Placement,Auction/Bidding,Constrained Bidding,Score-and-Reset Game
481,Fire in the Lake,(2014),8.1,1–4 Players,180 Min,Age: ––,4.13,"Wargames
View poll and results",Area Majority / Influence,Dice Rolling,Simulation,Solo / Solitaire Game,Variable Phase Order
482,BattleLore,(2006),7.3,2 Players,60 Min,Age: 10+,2.77,"Thematic,  Wargames
View poll and results",Area Majority / Influence,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Grid Movement
483,Pandemic: The Cure,(2014),7.3,2–5 Players,30 Min,Age: 8+,2.06,"Family,  Strategy
View poll and results",Cooperative Game,Dice Rolling,Hand Management,Point to Point Movement,Push Your Luck
484,Dawn of the Zeds (Third Edition),(2016),8.2,1–5 Players,90–120 Min,Age: 14+,3.82,"Thematic
View poll and results",Action Points,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Move Through Deck
485,Citadels,(2016),7.3,2–8 Players,30–60 Min,Age: 10+,2.04,"Family
View poll and results",Action Drafting,Income,Lose a Turn,Open Drafting,Set Collection
486,Charterstone,(2017),7.2,1–6 Players,45–75 Min,Age: 14+,2.84,"Strategy
View poll and results",Catch the Leader,Hand Management,Legacy Game,Open Drafting,Scenario / Mission / Campaign Game
