name,published_year,avg_rating,recc_age,weight,game_type,mech_1,mech_2,mech_3,mech_4,mech_5,rank,min_player,max_player,min_playtime,max_playtime
Tinners' Trail,2008,7.2, 13,2.83,Strategy,Action Points,Auction/Bidding,Dice Rolling,Turn Order: Time Track,,931,3,4,60,90
Last Night on Earth: The Zombie Game,2007,6.9, 12,2.29,Thematic,Dice Rolling,Hand Management,Modular Board,Roll / Spin and Move,Team-Based Game,932,2,6,60,90
Formula Dé,1997,7.0, 10,1.96,Thematic,Different Dice Movement,Grid Movement,Player Elimination,Push Your Luck,Race,933,2,10,120,120
Red Rising,2021,7.0, 14,2.29,Strategy,Dice Rolling,End Game Bonuses,Hand Management,Open Drafting,Set Collection,934,1,6,45,60
Brazil: Imperial,2021,7.7, 14,2.99,Strategy,Card Play Conflict Resolution,Contracts,Grid Movement,Hexagon Grid,Modular Board,935,1,4,100,100
Signorie,2015,7.4, 12,3.53,Strategy,Dice Rolling,Set Collection,Worker Placement,Worker Placement with Dice Workers,,936,2,4,60,120
Nightmare Productions,2000,7.1, 10,2.1,Family,Auction: Turn Order Until Pass,Auction/Bidding,Closed Economy Auction,End Game Bonuses,Victory Points as a Resource,937,2,5,60,60
Brew Crafters,2013,7.4, 12,3.58,Strategy,End Game Bonuses,Variable Set-up,Worker Placement,,,938,2,5,90,90
Kitchen Rush,2017,7.3, 12,2.2,Family,Action Timer,Cooperative Game,Real-Time,Simulation,Solo / Solitaire Game,939,1,4,30,45
Luxor,2018,7.2, 8,1.91,Family,Dice Rolling,Hand Management,Modular Board,Race,Roll / Spin and Move,940,2,4,45,45
Mille Fiori,2021,7.4, 10,2.18,Family,Area Majority / Influence,Closed Drafting,Pattern Building,,,941,2,4,60,90
Palm Island,2018,7.1, 10,1.75,Family,Cooperative Game,"Deck, Bag, and Pool Building",Hand Management,Memory,Move Through Deck,942,1,2,15,15
Caylus 1303,2019,7.5, 12,2.88,Strategy,Action Queue,Hidden Victory Points,Ownership,Take That,Turn Order: Claim Action,943,2,5,60,90
Black Sonata,2017,7.5, 12,2.08,Strategy,Action Queue,Deduction,Hidden Movement,Point to Point Movement,Push Your Luck,944,1,1,30,30
Tak,2017,7.6, 12,2.46,Abstract,Grid Movement,Network and Route Building,Square Grid,,,945,2,2,20,60
Genoa,2001,7.0, 12,3.07,Strategy,Auction/Bidding,Bribery,Dice Rolling,Grid Movement,Negotiation,946,2,5,60,120
Call to Adventure,2019,7.1, 13,2.01,Thematic,Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Set Collection,Solo / Solitaire Game,947,1,4,30,60
Istanbul: The Dice Game,2017,7.2, 8,1.79,Family,Action Points,Dice Rolling,Set Collection,,,948,2,4,20,40
Maharaja: The Game of Palace Building in India,2004,7.1, 12,3.17,Strategy,Area Majority / Influence,Network and Route Building,Point to Point Movement,Simultaneous Action Selection,Variable Player Powers,949,2,5,90,90
Bridge,1925,7.5, 12,3.88,Abstract,Hand Management,Predictive Bid,Score-and-Reset Game,Team-Based Game,Trick-taking,950,4,4,60,60
Jaws,2019,7.1, 12,2.15,Thematic,Action Points,Area Movement,Card Play Conflict Resolution,Hidden Movement,Map Deformation,951,2,4,60,60
Homesteaders,2009,7.2, 14,3.04,Strategy,Auction Compensation,Auction: Fixed Placement,Auction/Bidding,Constrained Bidding,Income,952,2,4,60,90
Tragedy Looper,2011,7.2, 13,3.55,Strategy,Communication Limits,Deduction,Grid Movement,Hand Management,Memory,953,2,4,120,120
Virgin Queen,2012,8.0, 12,4.43,Strategy,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation,Variable Phase Order,954,2,6,420,420
The Others,2016,7.3, 14,3.04,Thematic,Area Majority / Influence,Area Movement,Dice Rolling,Interrupts,Modular Board,955,2,5,90,90
Lanterns: The Harvest Festival,2015,6.9, 8,1.55,Family,Country: China,Crowdfunding: Kickstarter,Game: Lanterns – The Harvest Festival,Misc: Mensa Select,Organizations: The Game Artisans of Canada,956,2,4,30,30
Warhammer Underworlds: Shadespire,2017,7.6, 12,2.52,Customizable,Area Majority / Influence,Deck Construction,Dice Rolling,Grid Movement,Hand Management,957,2,2,30,30
Summoner Wars: Phoenix Elves vs Tundra Orcs,2009,7.5, 9,2.3,Customizable,Dice Rolling,Grid Movement,Hand Management,Variable Player Powers,,958,2,4,30,30
Thunder Alley,2014,7.3, 10,2.39,Thematic,Hand Management,Race,,,,959,2,7,90,90
Tidal Blades: Heroes of the Reef,2020,7.5, 14,2.89,Strategy,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Kill Steal,Open Drafting,960,1,4,60,90
Adrenaline,2016,7.0, 12,2.38,Strategy,Action Points,Grid Movement,Hand Management,Kill Steal,Open Drafting,961,3,5,30,60
Top Ten,2020,7.5, 14,1.08,Party,Cooperative Game,Deduction,Ordering,Player Judge,Targeted Clues,962,4,9,30,30
Kingsburg (Second Edition),2017,7.4, 10,2.45,Strategy,Dice Rolling,Tech Trees / Tech Tracks,Worker Placement,Worker Placement with Dice Workers,,963,2,5,90,120
Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),2012,7.9, 13,3.26,Wargames,Action Points,Dice Rolling,Hexagon Grid,Modular Board,Simulation,964,2,4,60,180
Sky Team,2023,8.2, 12,2.06,Family,Communication Limits,Cooperative Game,Dice Rolling,,,965,2,2,15,15
Dungeons & Dragons: Castle Ravenloft Board Game,2010,7.0, 12,2.5,Thematic,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,966,1,5,60,60
Orchard: A 9 card solitaire game,2018,7.4, 8,1.18,Abstract,Layering,Melding and Splaying,Pattern Building,Solo / Solitaire Game,Tile Placement,967,1,1,5,10
Attika,2003,7.0, 10,2.37,Strategy,Map Addition,Modular Board,Network and Route Building,Tile Placement,,968,2,4,45,60
Legendary: A Marvel Deck Building Game – Villains,2014,7.5, 14,2.71,Thematic,Cooperative Game,"Deck, Bag, and Pool Building",Semi-Cooperative Game,,,969,1,5,45,45
DinoGenics,2019,7.6, 14,2.92,Thematic,Dice Rolling,Events,Hand Management,Set Collection,Solo / Solitaire Game,970,1,5,90,120
Tiny Epic Quest,2017,7.0, 14,2.67,Strategy,Area Movement,Dice Rolling,Modular Board,Push Your Luck,,971,1,4,30,60
Condottiere,1995,6.9, 10,1.96,Strategy,Area Majority / Influence,Auction/Bidding,Constrained Bidding,Hand Management,,972,2,6,20,45
Louis XIV,2005,7.0, 12,3.0,Strategy,Area Majority / Influence,Hand Management,Modular Board,Set Collection,,973,2,4,75,100
Moonrakers,2020,7.8, 14,2.44,Strategy,Action Points,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Negotiation,974,1,5,60,120
Caesar!: Seize Rome in 20 Minutes!,2022,7.6, 14,1.95,Strategy,Area Majority / Influence,Chit-Pull System,Simulation,Solo / Solitaire Game,,975,1,2,20,20
Qwirkle,2006,6.8, 6,1.6,Abstract,Hand Management,Pattern Building,Square Grid,Tile Placement,,976,2,4,45,45
Snow Tails,2008,7.0, 10,2.04,Family,Hand Management,Modular Board,Player Elimination,Race,,977,2,5,45,60
Core Worlds,2011,7.2, 10,2.9,Strategy,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,978,2,5,60,120
Smash Up: Science Fiction Double Feature,2014,7.3, 12,2.29,Strategy,Area Majority / Influence,Hand Management,Take That,Variable Player Powers,,979,2,2,30,45
Lowlands,2018,7.4, 12,3.08,Strategy,Action Points,Set Collection,Tile Placement,Worker Placement,,980,2,4,50,100
Santa Monica,2020,7.2, 14,2.14,Family,Chaining,Open Drafting,Set Collection,Tile Placement,,981,2,4,35,40
Web of Power,2000,7.3, 12,2.42,Family,Area Majority / Influence,Hand Management,Network and Route Building,Open Drafting,,982,3,5,50,60
Zooloretto,2007,6.8, 8,1.86,Family,Set Collection,Tile Placement,,,,983,2,5,45,45
Beer & Bread,2022,7.5, 10,2.38,Family,Closed Drafting,Highest-Lowest Scoring,Multi-Use Cards,,,984,2,2,30,45
Meeple Circus,2017,7.0, 8,1.44,Family,Open Drafting,Pattern Building,Push Your Luck,Stacking and Balancing,,985,2,5,45,45
Dungeons & Dragons: Wrath of Ashardalon Board Game,2011,7.1, 12,2.6,Thematic,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,986,1,5,60,60
Heroscape Master Set: Swarm of the Marro,2007,7.6, 8,2.27,Customizable,Dice Rolling,Modular Board,,,,987,2,4,60,60
Wasteland Express Delivery Service,2017,7.3, 13,2.96,Strategy,Action Points,Dice Rolling,Market,Modular Board,Pick-up and Deliver,988,2,5,90,120
DC Deck-Building Game,2012,7.0, 15,1.99,Thematic,"Deck, Bag, and Pool Building",Open Drafting,,,,989,2,5,45,45
Concept,2013,6.8, 10,1.38,Party,Communication Limits,Team-Based Game,,,,990,4,12,40,40
The Castles of Burgundy: The Card Game,2016,7.0, 12,2.58,Strategy,Hand Management,Open Drafting,Set Collection,Turn Order: Claim Action,Turn Order: Progressive,991,1,4,30,60
Britannia,1986,7.2, 12,3.16,Wargames,Area Movement,Dice Rolling,Simulation,Stat Check Resolution,Voting,992,3,5,180,300
The Grimm Forest,2018,7.1, 14,1.94,Family,Rock-Paper-Scissors,Set Collection,Simultaneous Action Selection,Take That,,993,2,4,45,60
Fabled Fruit,2016,7.0, 8,1.61,Family,Set Collection,Worker Placement,,,,994,2,5,20,30
Tiny Epic Dinosaurs,2020,7.3, 14,2.62,Strategy,Contracts,Enclosure,Hidden Victory Points,Solo / Solitaire Game,Worker Placement,995,1,4,30,60
Unsettled,2021,8.1, 14,3.21,Thematic,Action Retrieval,Cooperative Game,Modular Board,Scenario / Mission / Campaign Game,Tech Trees / Tech Tracks,996,2,4,60,90
Roll Player Adventures,2021,8.2, 14,2.39,Thematic,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Narrative Choice / Paragraph,Paper-and-Pencil,997,1,4,90,150
Ascension: Storm of Souls,2011,7.3, 13,2.33,Strategy,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,998,1,4,30,30
5-Minute Dungeon,2017,6.9, 8,1.11,Family,Cooperative Game,Elapsed Real Time Ending,Hand Management,Move Through Deck,Real-Time,999,2,5,5,30
Hawaii,2011,7.1, 13,2.9,Strategy,Action Points,Area Movement,Income,Modular Board,Tile Placement,1000,2,5,60,60
